Name,YearsAppearing,CountsFemale,CountsMale,ProbGender,Upper,Lower
Belva,107,7954,0,Female,1,0.999517273768198
Belverly,1,5,0,Female,1,0.565517535216825
Belvia,62,649,0,Female,1,0.994115786047606
Belvie,20,116,0,Female,1,0.967945493500361
Belvin,47,7,415,Male,0.991942206248035,0.966160842548334
Belynda,50,761,0,Female,1,0.994977444310332
Belzora,4,23,0,Female,1,0.856883381549573
Bemjamin,1,0,5,Male,1,0.565517535216825
Bemnet,5,22,7,Female,0.877815775574799,0.578923983821887
Ben,132,462,80715,Male,0.99480334206623,0.993767342320044
Bena,82,570,0,Female,1,0.993305714040619
Benae,2,10,0,Female,1,0.722467200137111
Benaiah,34,0,585,Male,1,0.993476242606308
Benajamin,3,0,16,Male,1,0.806392319465564
Benajmin,5,0,31,Male,1,0.889744604539564
Benancia,1,5,0,Female,1,0.565517535216825
Benancio,45,0,284,Male,1,0.986654254614909
Benard,97,0,1627,Male,1,0.997644492786275
Benardo,1,0,5,Male,1,0.565517535216825
Benas,1,0,5,Male,1,0.565517535216825
Benay,27,209,0,Female,1,0.981951548152419
Bence,11,0,96,Male,1,0.961524412142324
Benda,1,5,0,Female,1,0.565517535216825
Bendetta,4,24,0,Female,1,0.86202379532502
Bene,2,10,0,Female,1,0.722467200137111
Benecia,3,25,0,Female,1,0.866807749060952
Benecio,6,0,52,Male,1,0.931207763876138
Benedek,1,0,5,Male,1,0.565517535216825
Benedetta,47,372,0,Female,1,0.989779044513216
Benedetto,84,0,760,Male,1,0.99497086892007
Benedict,126,0,7802,Male,1,0.999507873835132
Benedicta,14,84,0,Female,1,0.95626827158534
Benedicte,1,5,0,Female,1,0.565517535216825
Benedicto,30,0,188,Male,1,0.979975867342186
Benedikt,1,0,6,Male,1,0.609665712097835
Benee,1,6,0,Female,1,0.609665712097835
Benelli,2,11,0,Female,1,0.741167033031968
Benen,7,0,49,Male,1,0.927302180779504
Benesha,1,6,0,Female,1,0.609665712097835
Benessa,1,5,0,Female,1,0.565517535216825
Benet,8,20,31,Male,0.729726590182402,0.470851589839483
Beneta,6,36,0,Female,1,0.903581371405536
Benett,15,0,177,Male,1,0.978757864232322
Benetta,51,438,0,Female,1,0.991305798168087
Benette,3,17,0,Female,1,0.815681864991148
Beneva,7,38,0,Female,1,0.908190131774416
Benford,48,0,365,Male,1,0.989585067706389
Bengamin,8,0,46,Male,1,0.92292643691442
Bengi,1,0,7,Male,1,0.645669564933313
Bengie,20,0,155,Male,1,0.975815767185628
Bengiman,1,0,5,Male,1,0.565517535216825
Bengt,1,0,6,Male,1,0.609665712097835
Bengy,7,0,52,Male,1,0.931207763876138
Benhamin,3,0,18,Male,1,0.824120776353342
Benhard,4,0,21,Male,1,0.845360981075153
Benhart,2,0,13,Male,1,0.771904627645802
Benhur,1,0,8,Male,1,0.67559243511612
Beni,9,15,37,Male,0.816700395852901,0.577272119633157
Beniah,4,0,31,Male,1,0.889744604539564
Beniamin,5,0,32,Male,1,0.89282080174493
Benica,1,6,0,Female,1,0.609665712097835
Benicia,18,114,0,Female,1,0.967401465841158
Benicio,14,0,1142,Male,1,0.996647477893977
Benie,5,0,35,Male,1,0.901099007675596
Benigna,15,95,0,Female,1,0.961135146460527
Benigno,96,0,1510,Male,1,0.997462443112315
Benika,3,19,0,Female,1,0.831820775947384
Benilda,1,5,0,Female,1,0.565517535216825
Benilde,4,22,0,Female,1,0.851345125391379
Benina,7,39,0,Female,1,0.910333146292429
Benino,15,0,85,Male,1,0.956760516185948
Benisha,13,91,0,Female,1,0.95949599607112
Benita,119,13466,0,Female,1,0.999714810390869
Benitez,2,0,10,Male,1,0.722467200137111
Benito,119,31,12916,Male,0.998312600651533,0.996603447156631
Benjahmin,3,0,15,Male,1,0.796116698964151
Benjain,2,0,10,Male,1,0.722467200137111
Benjaman,125,0,2007,Male,1,0.998089626209046
Benjamen,103,0,3472,Male,1,0.99889481184162
Benjamim,3,0,21,Male,1,0.845360981075153
Benjamin,132,2302,652229,Male,0.996623511808692,0.996336616259432
Benjamine,124,0,1769,Male,1,0.997833162801117
Benjaminjoseph,1,0,5,Male,1,0.565517535216825
Benjamon,2,0,14,Male,1,0.784689197262364
Benjamyn,22,0,211,Male,1,0.982119564623231
Benje,1,0,5,Male,1,0.565517535216825
Benjeman,1,0,5,Male,1,0.565517535216825
Benjemin,2,0,13,Male,1,0.771904627645802
Benjerman,17,0,106,Male,1,0.965027241426528
Benjermen,1,0,5,Male,1,0.565517535216825
Benjermin,17,0,140,Male,1,0.973293799630587
Benji,58,47,1198,Male,0.971492979503897,0.950161239989194
Benjiam,1,0,5,Male,1,0.565517535216825
Benjie,45,31,906,Male,0.976595841845604,0.953422698256547
Benjiman,132,0,4067,Male,1,0.999056347720845
Benjimen,39,0,259,Male,1,0.985384882438525
Benjimin,32,0,220,Male,1,0.982838483804864
Benjmain,2,0,11,Male,1,0.741167033031968
Benjman,9,0,53,Male,1,0.932418011423458
Benjy,30,0,334,Male,1,0.988629403762038
Benn,53,0,364,Male,1,0.9895567540619
Benna,24,178,0,Female,1,0.978874681023748
Bennard,5,0,29,Male,1,0.883030201500259
Benne,1,5,0,Female,1,0.565517535216825
Benner,1,0,5,Male,1,0.565517535216825
Bennet,83,21,1198,Male,0.98870504708653,0.973807297837641
Bennett,132,549,22836,Male,0.97838717485869,0.974503118542091
Bennetta,33,238,0,Female,1,0.984115797020798
Bennette,14,61,30,Female,0.758290994707095,0.56857027867977
Benney,17,0,104,Male,1,0.964378645627548
Bennie,132,9673,51973,Male,0.845937744517233,0.84019540682679
Bennita,8,47,0,Female,1,0.924442395836004
Bennjamin,1,0,5,Male,1,0.565517535216825
Benno,34,0,227,Male,1,0.983358886916072
Benny,129,559,45998,Male,0.988943070256061,0.986962832135912
Bennye,25,161,0,Female,1,0.976696039648177
Beno,3,0,16,Male,1,0.806392319465564
Benoit,49,0,333,Male,1,0.988595647239674
Bensen,8,0,77,Male,1,0.952481574717566
Benson,114,0,5914,Male,1,0.999350868243527
Bensyn,1,0,6,Male,1,0.609665712097835
Bente,2,10,0,Female,1,0.722467200137111
Bentely,1,0,6,Male,1,0.609665712097835
Benten,2,0,11,Male,1,0.741167033031968
Bentlea,1,8,0,Female,1,0.67559243511612
Bentlee,10,266,653,Male,0.738951079361948,0.68040589284707
Bentlei,2,10,15,Male,0.76596697622252,0.40739457358967
Bentleigh,5,128,18,Female,0.920573773054341,0.813535470580494
Bentley,101,1315,12700,Male,0.910888790398429,0.901232527432477
Bentli,4,55,10,Female,0.914229059330115,0.739446803600215
Bentlie,4,61,22,Female,0.817955859798768,0.631138392297172
Bently,21,45,984,Male,0.967157673063277,0.941984763058678
Benton,131,0,7678,Male,1,0.999499929952826
Bentura,9,5,43,Male,0.954678280958187,0.778325783056137
Bentyn,1,0,6,Male,1,0.609665712097835
Bentzion,23,0,217,Male,1,0.982605354804267
Benuel,53,0,585,Male,1,0.993476242606308
Benvinda,1,5,0,Female,1,0.565517535216825
Beny,7,0,38,Male,1,0.908190131774416
Benyam,4,0,25,Male,1,0.866807749060952
Benyamin,28,0,324,Male,1,0.988282571598746
Benz,4,0,23,Male,1,0.856883381549573
Benzel,1,0,5,Male,1,0.565517535216825
Benzion,47,0,683,Male,1,0.994407066184837
Beola,15,104,0,Female,1,0.964378645627548
Beonca,17,151,0,Female,1,0.975191018930256
Beonce,1,9,0,Female,1,0.700854951580456
Beonica,2,12,0,Female,1,0.757505993344759
Beonka,14,119,0,Female,1,0.968728319758061
Beowulf,1,0,6,Male,1,0.609665712097835
Ber,2,0,10,Male,1,0.722467200137111
Bera,26,181,6,Female,0.985213566112272,0.931777957015949
Beranda,2,10,0,Female,1,0.722467200137111
Berania,4,62,0,Female,1,0.941655927898628
Berat,2,0,10,Male,1,0.722467200137111
Berchie,3,16,0,Female,1,0.806392319465564
Berchman,1,0,5,Male,1,0.565517535216825
Berda,22,142,0,Female,1,0.973660035686992
Berdean,10,57,0,Female,1,0.936861165147021
Berdeen,1,5,0,Female,1,0.565517535216825
Berdell,24,149,92,Female,0.677282241098985,0.55552146900202
Berdella,23,185,0,Female,1,0.979657757122383
Berdena,35,383,0,Female,1,0.990069681692327
Berdene,15,93,0,Female,1,0.960332497388265
Berdia,20,155,0,Female,1,0.975815767185628
Berdie,74,1119,0,Female,1,0.996578805680431
Berdina,41,340,0,Female,1,0.98882781956001
Berdine,40,433,0,Female,1,0.991206286072149
Berdyne,1,7,0,Female,1,0.645669564933313
Berea,10,57,0,Female,1,0.936861165147021
Berek,1,0,5,Male,1,0.565517535216825
Bereket,8,0,65,Male,1,0.944198468677143
Berel,11,0,64,Male,1,0.943375940207195
Beren,10,5,90,Male,0.97731188695085,0.882651138829621
Berend,1,0,5,Male,1,0.565517535216825
Berenda,6,41,0,Female,1,0.914332429815568
Berenger,1,0,5,Male,1,0.565517535216825
Berenice,125,8554,11,Female,0.999282698677007,0.99770155421822
Berenis,18,161,0,Female,1,0.976696039648177
Berenise,33,632,0,Female,1,0.993958464382271
Berenisse,4,21,0,Female,1,0.845360981075153
Bereniz,8,56,0,Female,1,0.935806063281237
Berenize,13,99,0,Female,1,0.962646787932173
Beresford,1,0,5,Male,1,0.565517535216825
Beret,3,15,0,Female,1,0.796116698964151
Beretta,7,43,0,Female,1,0.917990196774209
Berg,1,0,6,Male,1,0.609665712097835
Bergan,7,43,0,Female,1,0.917990196774209
Berge,4,0,22,Male,1,0.851345125391379
Bergen,30,357,284,Female,0.594944980711223,0.518261139958351
Berger,9,0,54,Male,1,0.933586411909104
Bergetta,1,5,0,Female,1,0.565517535216825
Bergin,1,5,0,Female,1,0.565517535216825
Beri,3,17,0,Female,1,0.815681864991148
Beril,1,0,5,Male,1,0.565517535216825
Berina,4,20,0,Female,1,0.838874841947181
Berinda,1,5,0,Female,1,0.565517535216825
Berish,16,0,121,Male,1,0.969229302052522
Berit,49,511,0,Female,1,0.9925385596772
Berita,1,5,0,Female,1,0.565517535216825
Berj,1,0,5,Male,1,0.565517535216825
Berk,18,0,172,Male,1,0.978153850369205
Berkay,6,0,39,Male,1,0.910333146292429
Berke,5,0,34,Male,1,0.898485445846676
Berkeley,88,773,698,Female,0.550911288331467,0.499941635249872
Berklee,15,233,0,Female,1,0.983780462931524
Berkleigh,10,100,0,Female,1,0.963006501793014
Berkley,105,1629,1630,Female,0.5173094007097,0.482997080623402
Berkli,2,13,0,Female,1,0.771904627645802
Berklie,7,62,0,Female,1,0.941655927898628
Berl,69,5,860,Male,0.997528528956829,0.986540533724086
Berla,8,46,0,Female,1,0.92292643691442
Berle,40,11,330,Male,0.981893874301989,0.943168909885655
Berlena,2,10,0,Female,1,0.722467200137111
Berlene,26,178,0,Female,1,0.978874681023748
Berley,20,0,131,Male,1,0.971511292934005
Berlie,27,103,189,Female,0.699830100536753,0.590866140425619
Berlin,100,922,1407,Female,0.623796106214455,0.584104862866049
Berlina,1,5,0,Female,1,0.565517535216825
Berlinda,54,960,0,Female,1,0.996014428736657
Berline,43,318,0,Female,1,0.988064126869266
Berlon,6,0,37,Male,1,0.905942174162798
Berlyn,37,569,82,Female,0.897353637911002,0.84633782120498
Berlynn,16,244,0,Female,1,0.984500338083172
Berma,34,266,0,Female,1,0.985764015516805
Berman,35,0,249,Male,1,0.984806847584998
Bern,15,0,86,Male,1,0.957241802714258
Berna,67,1464,0,Female,1,0.997382919798586
Bernabe,96,0,1627,Male,1,0.997644492786275
Bernace,2,15,0,Female,1,0.796116698964151
Bernadean,47,521,0,Female,1,0.992680725281639
Bernadeen,5,29,0,Female,1,0.883030201500259
Bernadene,43,482,0,Female,1,0.992093184410366
Bernadet,1,9,0,Female,1,0.700854951580456
Bernadett,23,180,0,Female,1,0.979104502078387
Bernadetta,27,199,0,Female,1,0.981061766943365
Bernadette,131,52678,60,Female,0.999115949228887,0.998535982228277
Bernadina,8,54,0,Female,1,0.933586411909104
Bernadine,128,21883,0,Female,1,0.999824485464112
Bernadino,3,0,17,Male,1,0.815681864991148
Bernado,3,0,15,Male,1,0.796116698964151
Bernadyne,2,16,0,Female,1,0.806392319465564
Bernal,28,0,190,Male,1,0.98018247054028
Bernaldo,6,0,31,Male,1,0.889744604539564
Bernalee,1,5,0,Female,1,0.565517535216825
Bernando,1,0,6,Male,1,0.609665712097835
Bernard,132,985,197916,Male,0.99534686903966,0.994729584382268
Bernarda,47,360,0,Female,1,0.989441943111307
Bernardette,34,232,0,Female,1,0.983711689878857
Bernardina,27,165,0,Female,1,0.977248130598222
Bernardine,86,3128,0,Female,1,0.99877341849158
Bernardino,98,0,1562,Male,1,0.997546712791992
Bernardita,2,13,0,Female,1,0.771904627645802
Bernardo,109,0,9301,Male,1,0.999587154833568
Bernarr,11,0,80,Male,1,0.954181870464473
Bernasia,1,5,0,Female,1,0.565517535216825
Bernave,3,0,18,Male,1,0.824120776353342
Bernay,1,13,0,Female,1,0.771904627645802
Bernd,13,0,95,Male,1,0.961135146460527
Bernda,1,5,0,Female,1,0.565517535216825
Berne,9,0,48,Male,1,0.925899870333882
Bernece,33,405,0,Female,1,0.990604037976543
Berneda,47,569,0,Female,1,0.993294027934705
Bernedette,27,172,0,Female,1,0.978153850369205
Berneice,74,3208,0,Female,1,0.998803969974874
Berneil,2,11,0,Female,1,0.741167033031968
Berneita,15,92,0,Female,1,0.959918610714378
Bernel,5,0,28,Male,1,0.879356695234154
Bernelda,4,22,0,Female,1,0.851345125391379
Bernell,87,750,1546,Female,0.69222496866519,0.653885845602925
Bernella,2,10,0,Female,1,0.722467200137111
Bernelle,8,47,0,Female,1,0.924442395836004
Bernerd,54,0,527,Male,1,0.992763453651061
Bernese,17,138,0,Female,1,0.972917235534427
Bernesha,1,5,0,Female,1,0.565517535216825
Bernessa,1,5,0,Female,1,0.565517535216825
Bernessia,1,6,0,Female,1,0.609665712097835
Bernest,4,0,24,Male,1,0.86202379532502
Bernestine,36,366,0,Female,1,0.989613228238545
Bernet,1,0,5,Male,1,0.565517535216825
Berneta,46,473,0,Female,1,0.991943949609175
Bernetha,44,376,0,Female,1,0.989886678424675
Bernett,11,51,26,Female,0.758000781429465,0.551246483089225
Bernetta,95,2796,0,Female,1,0.998627972734459
Bernette,64,787,0,Female,1,0.995142567732321
Berney,8,0,52,Male,1,0.931207763876138
Bernhard,101,0,1644,Male,1,0.997668793438755
Bernhardt,42,0,428,Male,1,0.991104469609785
Bernhart,3,0,19,Male,1,0.831820775947384
Berni,1,6,0,Female,1,0.609665712097835
Bernia,1,5,0,Female,1,0.565517535216825
Bernice,132,181362,3402,Female,0.982190387707408,0.980964231597175
Bernicia,1,7,0,Female,1,0.645669564933313
Bernida,4,23,0,Female,1,0.856883381549573
Bernie,131,1535,9056,Male,0.861641382277731,0.848232383104423
Berniece,96,9895,0,Female,1,0.999611928442669
Bernina,5,40,0,Female,1,0.912378398802713
Bernis,48,107,428,Male,0.831702535619825,0.764019999729513
Bernise,17,100,0,Female,1,0.963006501793014
Bernisha,12,88,0,Female,1,0.958172933335108
Bernistine,2,10,0,Female,1,0.722467200137111
Bernita,92,4628,0,Female,1,0.999170641125167
Bernitha,3,15,0,Female,1,0.796116698964151
Bernitta,4,20,0,Female,1,0.838874841947181
Berniya,1,5,0,Female,1,0.565517535216825
Bernnadette,3,17,0,Female,1,0.815681864991148
Bernon,12,0,68,Male,1,0.946528663479929
Bernt,4,0,20,Male,1,0.838874841947181
Berny,8,0,45,Male,1,0.921348401267112
Bernyce,30,460,0,Female,1,0.991718164153629
Beronica,42,1011,0,Female,1,0.996214720252799
Berra,4,21,0,Female,1,0.845360981075153
Berrett,1,0,6,Male,1,0.609665712097835
Berri,1,6,0,Female,1,0.609665712097835
Berrie,1,5,0,Female,1,0.565517535216825
Berry,132,334,5631,Male,0.949560497444864,0.937881401715004
Berryman,2,0,11,Male,1,0.741167033031968
Bersain,1,0,7,Male,1,0.645669564933313
Bert,132,657,33421,Male,0.982127360094148,0.979205672323922
Berta,132,7187,0,Female,1,0.999465784520116
Berte,2,10,0,Female,1,0.722467200137111
Berteal,1,5,0,Female,1,0.565517535216825
Bertel,17,0,115,Male,1,0.967675768550687
Bertell,3,0,16,Male,1,0.806392319465564
Bertella,1,5,0,Female,1,0.565517535216825
Bertelle,1,5,0,Female,1,0.565517535216825
Berten,2,0,11,Male,1,0.741167033031968
Bertena,1,6,0,Female,1,0.609665712097835
Berth,1,6,0,Female,1,0.609665712097835
Bertha,132,207396,936,Female,0.995785356056217,0.995210713339785
Berthal,4,6,17,Male,0.874513839550137,0.535299951625746
Berthalee,1,5,0,Female,1,0.565517535216825
Berthamae,4,22,0,Female,1,0.851345125391379
Berthe,22,185,0,Female,1,0.979657757122383
Berthel,12,30,63,Male,0.763750556092871,0.577012588141674
Berthella,2,11,0,Female,1,0.741167033031968
Berthena,10,58,0,Female,1,0.937882144212797
Berthenia,9,52,0,Female,1,0.931207763876138
Berther,1,7,0,Female,1,0.645669564933313
Berthia,2,10,0,Female,1,0.722467200137111
Berthina,1,5,0,Female,1,0.565517535216825
Berthine,4,22,0,Female,1,0.851345125391379
Berthol,2,0,10,Male,1,0.722467200137111
Berthold,32,0,267,Male,1,0.985816577574864
Bertia,4,22,0,Female,1,0.851345125391379
Bertice,23,175,44,Female,0.846790930808434,0.741070954018873
Bertie,99,13635,856,Female,0.94465179681879,0.936972195848165
Bertil,34,0,482,Male,1,0.992093184410366
Bertile,1,5,0,Female,1,0.565517535216825
Bertilla,6,38,0,Female,1,0.908190131774416
Bertille,5,31,0,Female,1,0.889744604539564
Bertin,30,0,283,Male,1,0.986607728058253
Bertina,93,1234,0,Female,1,0.996896647148696
Bertine,17,110,0,Female,1,0.966256064701836
Bertis,49,19,455,Male,0.974190446799806,0.938246077808255
Berto,1,0,6,Male,1,0.609665712097835
Berton,97,0,1874,Male,1,0.997954322074076
Bertram,129,0,7843,Male,1,0.999510445210235
Bertran,21,0,132,Male,1,0.971721013201392
Bertrand,126,0,3918,Male,1,0.999020496146764
Bertrice,10,64,0,Female,1,0.943375940207195
Bertrum,34,0,242,Male,1,0.984374243306553
Bertus,5,0,31,Male,1,0.889744604539564
Bervin,6,0,32,Male,1,0.89282080174493
Berwick,1,0,5,Male,1,0.565517535216825
Berwin,3,0,16,Male,1,0.806392319465564
Berwyn,32,0,249,Male,1,0.984806847584998
Beryl,126,10000,2340,Female,0.817192230905832,0.803360133247087
Beryle,48,550,94,Female,0.879206627898963,0.824669287714844
Besa,2,11,0,Female,1,0.741167033031968
Besan,2,16,0,Female,1,0.806392319465564
Besart,1,0,5,Male,1,0.565517535216825
Besiana,1,5,0,Female,1,0.565517535216825
Besim,5,0,32,Male,1,0.89282080174493
Besma,1,5,0,Female,1,0.565517535216825
Besnik,15,0,96,Male,1,0.961524412142324
Bess,132,7105,5,Female,0.999699583865542,0.99835470805243
Besse,43,671,0,Female,1,0.994307612891171
Bessie,132,169936,741,Female,0.995959422094756,0.995335198636422
Bessiemae,1,6,0,Female,1,0.609665712097835
Bessy,34,245,0,Female,1,0.984562625380435
Bessye,16,105,0,Female,1,0.96470592307089
Besty,8,53,0,Female,1,0.932418011423458
Beta,2,11,0,Female,1,0.741167033031968
Betania,18,178,0,Female,1,0.978874681023748
Betanya,3,17,0,Female,1,0.815681864991148
Betel,6,39,0,Female,1,0.910333146292429
Beth,128,158829,325,Female,0.998168039672234,0.997723828093578
Betha,40,293,0,Female,1,0.987058887138085
Bethal,1,6,0,Female,1,0.609665712097835
Bethan,14,84,0,Female,1,0.95626827158534
Bethanee,22,179,0,Female,1,0.978990220021919
Bethaney,40,621,0,Female,1,0.993852106376001
Bethani,45,982,0,Female,1,0.996103370591363
Bethania,13,93,0,Female,1,0.960332497388265
Bethanie,59,3458,0,Female,1,0.998890342360738
Bethann,66,2788,0,Female,1,0.998624041200994
Bethanne,57,1263,0,Female,1,0.996967687792386
Bethanni,1,6,0,Female,1,0.609665712097835
Bethannie,17,122,0,Female,1,0.969473821610987
Bethanny,22,180,0,Female,1,0.979104502078387
Bethany,97,92465,184,Female,0.998280770078562,0.997705953555964
Bethanya,1,6,0,Female,1,0.609665712097835
Bethanye,1,5,0,Female,1,0.565517535216825
Bethe,6,34,0,Female,1,0.898485445846676
Bethea,1,7,0,Female,1,0.645669564933313
Bethel,121,4415,978,Female,0.828709247103718,0.808144739848689
Bethellen,1,5,0,Female,1,0.565517535216825
Bethena,9,48,0,Female,1,0.925899870333883
Bethene,31,218,0,Female,1,0.982683765058546
Bethenia,2,10,0,Female,1,0.722467200137111
Bethenny,2,30,0,Female,1,0.886486606826031
Betheny,35,263,0,Female,1,0.985603965599381
Bethia,3,17,0,Female,1,0.815681864991148
Bethie,1,5,0,Female,1,0.565517535216825
Bethina,4,20,0,Female,1,0.838874841947181
Bethine,5,30,0,Female,1,0.886486606826031
Bethlehem,23,286,0,Female,1,0.986746344583262
Bethlyn,1,6,0,Female,1,0.609665712097835
Bethney,7,42,0,Female,1,0.916201209134296
Bethony,3,18,0,Female,1,0.824120776353342
Bethsaida,34,261,0,Female,1,0.985495251242764
Bethsheba,1,5,0,Female,1,0.565517535216825
Bethsy,2,21,0,Female,1,0.845360981075153
Bethy,2,11,0,Female,1,0.741167033031968
Bethyl,8,55,0,Female,1,0.934715098882914
Bethzabel,2,11,0,Female,1,0.741167033031968
Bethzabeth,1,5,0,Female,1,0.565517535216825
Bethzaida,35,301,0,Female,1,0.987398502698566
Bethzaira,1,5,0,Female,1,0.565517535216825
Bethzi,1,18,0,Female,1,0.824120776353342
Bethzy,5,360,0,Female,1,0.989441943111307
Betim,1,0,5,Male,1,0.565517535216825
Betina,49,974,0,Female,1,0.996071491154275
Beto,8,0,48,Male,1,0.925899870333882
Betony,1,8,0,Female,1,0.67559243511612
Betrice,16,97,0,Female,1,0.961905957474052
Betrina,3,15,0,Female,1,0.796116698964151
Betsabe,32,632,0,Female,1,0.993958464382271
Betsabet,1,5,0,Female,1,0.565517535216825
Betsabeth,3,15,0,Female,1,0.796116698964151
Betsaida,43,648,0,Female,1,0.994106758984548
Betsayda,1,5,0,Female,1,0.565517535216825
Betsey,102,2455,0,Female,1,0.998437695603792
Betsi,25,162,0,Female,1,0.976836559157096
Betsie,31,206,0,Female,1,0.981693518324343
Betsua,4,23,0,Female,1,0.856883381549573
Betsy,132,47561,10,Female,0.999885809217297,0.999613054928339
Betsye,1,5,0,Female,1,0.565517535216825
Bett,1,5,0,Female,1,0.565517535216825
Betta,12,78,0,Female,1,0.953062190287806
Bette,103,34770,22,Female,0.999582363298748,0.999042717836958
Betteann,6,37,0,Female,1,0.905942174162798
Bettee,1,5,0,Female,1,0.565517535216825
Bettejane,10,72,0,Female,1,0.949348827403542
Bettejean,3,18,0,Female,1,0.824120776353342
Bettejo,3,15,0,Female,1,0.796116698964151
Bettelou,5,29,0,Female,1,0.883030201500259
Bettey,18,119,0,Female,1,0.968728319758061
Betti,59,849,0,Female,1,0.995495694093008
Bettiann,1,10,0,Female,1,0.722467200137111
Bettianne,1,6,0,Female,1,0.609665712097835
Bettie,130,38245,83,Female,0.998252605875163,0.997316574932309
Bettijane,4,22,0,Female,1,0.851345125391379
Bettilou,2,11,0,Female,1,0.741167033031968
Bettina,107,6334,0,Female,1,0.999393885308483
Bettine,1,5,0,Female,1,0.565517535216825
Bettsy,4,24,0,Female,1,0.86202379532502
Betty,132,998264,3619,Female,0.996503387109052,0.996268409905193
Bettyann,65,1402,0,Female,1,0.997267502109437
Bettyanne,18,116,0,Female,1,0.967945493500361
Bettye,102,22920,47,Female,0.998460616894951,0.997280006756294
Bettyjane,38,788,0,Female,1,0.995148702081834
Bettyjean,41,421,0,Female,1,0.990957900315667
Bettyjo,66,764,0,Female,1,0.99499706771943
Bettylee,14,136,0,Female,1,0.972529900266418
Bettylou,50,1383,0,Female,1,0.997230066352386
Bettylu,4,22,0,Female,1,0.851345125391379
Bettymae,12,130,0,Female,1,0.971298438805569
Bettymarie,1,5,0,Female,1,0.565517535216825
Bettzy,1,5,0,Female,1,0.565517535216825
Betul,8,53,0,Female,1,0.932418011423458
Bety,8,44,0,Female,1,0.919704396241519
Betzabe,14,131,0,Female,1,0.971511292934005
Betzabel,6,37,0,Female,1,0.905942174162798
Betzabet,4,29,0,Female,1,0.883030201500259
Betzabeth,18,203,0,Female,1,0.981428003638167
Betzaida,52,1273,0,Female,1,0.996991436333653
Betzaira,10,89,0,Female,1,0.958623454763748
Betzalel,20,0,166,Male,1,0.977382090054056
Betzayda,9,121,0,Female,1,0.969229302052522
Betzayra,4,32,0,Female,1,0.892820801744929
Betzhy,1,8,0,Female,1,0.67559243511612
Betzi,3,40,0,Female,1,0.912378398802713
Betzy,25,773,0,Female,1,0.995055028568473
Beuford,27,0,219,Male,1,0.982761471581529
Beula,63,1183,0,Female,1,0.996763292357084
Beulah,130,73001,213,Female,0.997455632043582,0.996673647784171
Beuna,44,440,0,Female,1,0.99134497522854
Beunca,3,17,0,Female,1,0.815681864991148
Beunka,3,26,0,Female,1,0.871271078140785
Bev,31,1003,5,Female,0.997879443510848,0.988441082595261
Beva,26,156,0,Female,1,0.975967068562585
Bevan,61,66,515,Male,0.909707133450321,0.858022296856121
Bevely,21,131,13,Female,0.946482005421588,0.851670291919535
Bevelyn,32,269,0,Female,1,0.98592054580965
Bevereley,1,5,0,Female,1,0.565517535216825
Beverely,35,335,0,Female,1,0.988662961037696
Beverle,10,57,0,Female,1,0.936861165147021
Beverlee,73,2276,0,Female,1,0.99831503247481
Beverley,95,12937,397,Female,0.972978644896922,0.967203470681228
Beverli,7,38,0,Female,1,0.908190131774416
Beverlie,38,320,0,Female,1,0.98813784116869
Beverlin,1,5,0,Female,1,0.565517535216825
Beverly,130,375990,4632,Female,0.988173876591111,0.98747716847903
Beverlyann,17,140,0,Female,1,0.973293799630587
Beverlye,7,43,0,Female,1,0.917990196774209
Beverlyn,39,540,0,Female,1,0.992936436238193
Bevery,2,11,0,Female,1,0.741167033031968
Bevie,5,28,0,Female,1,0.879356695234154
Bevin,53,955,122,Female,0.904292234075617,0.866403591109407
Bevon,3,0,17,Male,1,0.815681864991148
Bevyn,3,17,0,Female,1,0.815681864991148
Bexley,3,23,0,Female,1,0.856883381549573
Beya,7,75,0,Female,1,0.951276157517194
Beyan,1,0,6,Male,1,0.609665712097835
Beyanka,2,10,0,Female,1,0.722467200137111
Beyda,1,6,0,Female,1,0.609665712097835
Beyla,9,81,0,Female,1,0.954721914567585
Beyonca,12,169,0,Female,1,0.977774667912985
Beyonce,14,1839,0,Female,1,0.997915469720791
Beyoncee,1,5,0,Female,1,0.565517535216825
Beyonka,15,118,0,Female,1,0.968471660977506
Beyounce,5,61,0,Female,1,0.940756132101887
Beyunka,1,5,0,Female,1,0.565517535216825
Beyza,10,85,0,Female,1,0.956760516185948
Beza,9,73,0,Female,1,0.950007992044269
Bezaleel,1,0,5,Male,1,0.565517535216825
Bezalel,1,0,6,Male,1,0.609665712097835
Bezawit,4,26,0,Female,1,0.871271078140785
Bg,4,41,0,Female,1,0.914332429815568
Bhakti,18,113,0,Female,1,0.967122467834048
Bharat,23,0,178,Male,1,0.978874681023748
Bharath,13,0,82,Male,1,0.9552493763099
Bhargav,14,0,163,Male,1,0.976975394198497
Bhargava,1,0,5,Male,1,0.565517535216825
Bhargavi,4,24,0,Female,1,0.86202379532502
Bhavana,13,109,0,Female,1,0.965957026248675
Bhavani,4,23,0,Female,1,0.856883381549573
Bhavesh,10,0,73,Male,1,0.950007992044269
Bhavi,2,11,0,Female,1,0.741167033031968
Bhavik,18,0,153,Male,1,0.975507376368606
Bhavika,9,56,0,Female,1,0.935806063281237
Bhavin,20,0,167,Male,1,0.977514481278658
Bhavini,4,23,0,Female,1,0.856883381549573
Bhavna,6,36,0,Female,1,0.903581371405536
